Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]
Sample 285	ERS13532204	SAMEA111438782	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 285	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1285_S285_L002	group 207	sequencing assay	ERX9850339	P8467_1285_S285_L002_R1_001.fastq.gz	P8467_1285_S285_L002_R1_001.fastq.gz	ERR10316299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/099/ERR10316299/ERR10316299.fastq.gz	285
Sample 286	ERS13532205	SAMEA111438783	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 286	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1286_S286_L002	group 208	sequencing assay	ERX9850340	P8467_1286_S286_L002_R1_001.fastq.gz	P8467_1286_S286_L002_R1_001.fastq.gz	ERR10316300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR10316300/ERR10316300.fastq.gz	286
Sample 286	ERS13532205	SAMEA111438783	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 286	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_L12_S286_L003	group 208	sequencing assay	ERX9850340	20180217_Lane3_Skin_L12_S286_L003_R1_001.fastq.gz	20180217_Lane3_Skin_L12_S286_L003_R1_001.fastq.gz	ERR10316301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR10316301/ERR10316301.fastq.gz	286
Sample 286	ERS13532205	SAMEA111438783	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 286	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1286_S286_L001	group 208	sequencing assay	ERX9850340	P8467_1286_S286_L001_R1_001.fastq.gz	P8467_1286_S286_L001_R1_001.fastq.gz	ERR10316302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR10316302/ERR10316302.fastq.gz	286
Sample 286	ERS13532205	SAMEA111438783	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 286	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_L12_S286_L001	group 208	sequencing assay	ERX9850340	20180217_Lane1_Skin_L12_S286_L001_R1_001.fastq.gz	20180217_Lane1_Skin_L12_S286_L001_R1_001.fastq.gz	ERR10316303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR10316303/ERR10316303.fastq.gz	286
Sample 286	ERS13532205	SAMEA111438783	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 286	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_L12_S286_L002	group 208	sequencing assay	ERX9850340	20180217_Lane2_Skin_L12_S286_L002_R1_001.fastq.gz	20180217_Lane2_Skin_L12_S286_L002_R1_001.fastq.gz	ERR10316304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR10316304/ERR10316304.fastq.gz	286
Sample 287	ERS13532206	SAMEA111438784	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 287	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_N12_S287_L001	group 209	sequencing assay	ERX9850341	20180217_Lane1_Skin_N12_S287_L001_R1_001.fastq.gz	20180217_Lane1_Skin_N12_S287_L001_R1_001.fastq.gz	ERR10316305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR10316305/ERR10316305.fastq.gz	287
Sample 287	ERS13532206	SAMEA111438784	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 287	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1287_S287_L001	group 209	sequencing assay	ERX9850341	P8467_1287_S287_L001_R1_001.fastq.gz	P8467_1287_S287_L001_R1_001.fastq.gz	ERR10316306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/006/ERR10316306/ERR10316306.fastq.gz	287
Sample 287	ERS13532206	SAMEA111438784	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 287	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1287_S287_L002	group 209	sequencing assay	ERX9850341	P8467_1287_S287_L002_R1_001.fastq.gz	P8467_1287_S287_L002_R1_001.fastq.gz	ERR10316307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR10316307/ERR10316307.fastq.gz	287
Sample 287	ERS13532206	SAMEA111438784	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 287	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_N12_S287_L002	group 209	sequencing assay	ERX9850341	20180217_Lane2_Skin_N12_S287_L002_R1_001.fastq.gz	20180217_Lane2_Skin_N12_S287_L002_R1_001.fastq.gz	ERR10316308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR10316308/ERR10316308.fastq.gz	287
Sample 287	ERS13532206	SAMEA111438784	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 287	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_N12_S287_L003	group 209	sequencing assay	ERX9850341	20180217_Lane3_Skin_N12_S287_L003_R1_001.fastq.gz	20180217_Lane3_Skin_N12_S287_L003_R1_001.fastq.gz	ERR10316309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR10316309/ERR10316309.fastq.gz	287
Sample 288	ERS13532207	SAMEA111438785	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 288	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_P12_S288_L002	group 210	sequencing assay	ERX9850342	20180217_Lane2_Skin_P12_S288_L002_R1_001.fastq.gz	20180217_Lane2_Skin_P12_S288_L002_R1_001.fastq.gz	ERR10316310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/010/ERR10316310/ERR10316310.fastq.gz	288
Sample 288	ERS13532207	SAMEA111438785	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 288	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1288_S288_L001	group 210	sequencing assay	ERX9850342	P8467_1288_S288_L001_R1_001.fastq.gz	P8467_1288_S288_L001_R1_001.fastq.gz	ERR10316311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/011/ERR10316311/ERR10316311.fastq.gz	288
Sample 288	ERS13532207	SAMEA111438785	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 288	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1288_S288_L002	group 210	sequencing assay	ERX9850342	P8467_1288_S288_L002_R1_001.fastq.gz	P8467_1288_S288_L002_R1_001.fastq.gz	ERR10316312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/012/ERR10316312/ERR10316312.fastq.gz	288
Sample 288	ERS13532207	SAMEA111438785	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 288	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_P12_S288_L001	group 210	sequencing assay	ERX9850342	20180217_Lane1_Skin_P12_S288_L001_R1_001.fastq.gz	20180217_Lane1_Skin_P12_S288_L001_R1_001.fastq.gz	ERR10316313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/013/ERR10316313/ERR10316313.fastq.gz	288
Sample 288	ERS13532207	SAMEA111438785	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 288	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_P12_S288_L003	group 210	sequencing assay	ERX9850342	20180217_Lane3_Skin_P12_S288_L003_R1_001.fastq.gz	20180217_Lane3_Skin_P12_S288_L003_R1_001.fastq.gz	ERR10316314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/014/ERR10316314/ERR10316314.fastq.gz	288
Sample 289	ERS13532208	SAMEA111438786	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 289	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_B13_S289_L003	group 211	sequencing assay	ERX9850343	20180217_Lane3_Skin_B13_S289_L003_R1_001.fastq.gz	20180217_Lane3_Skin_B13_S289_L003_R1_001.fastq.gz	ERR10316315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/015/ERR10316315/ERR10316315.fastq.gz	289
Sample 289	ERS13532208	SAMEA111438786	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 289	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1289_S289_L002	group 211	sequencing assay	ERX9850343	P8467_1289_S289_L002_R1_001.fastq.gz	P8467_1289_S289_L002_R1_001.fastq.gz	ERR10316316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/016/ERR10316316/ERR10316316.fastq.gz	289
Sample 289	ERS13532208	SAMEA111438786	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 289	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_B13_S289_L002	group 211	sequencing assay	ERX9850343	20180217_Lane2_Skin_B13_S289_L002_R1_001.fastq.gz	20180217_Lane2_Skin_B13_S289_L002_R1_001.fastq.gz	ERR10316317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/017/ERR10316317/ERR10316317.fastq.gz	289
Sample 289	ERS13532208	SAMEA111438786	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 289	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1289_S289_L001	group 211	sequencing assay	ERX9850343	P8467_1289_S289_L001_R1_001.fastq.gz	P8467_1289_S289_L001_R1_001.fastq.gz	ERR10316318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/018/ERR10316318/ERR10316318.fastq.gz	289
Sample 289	ERS13532208	SAMEA111438786	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 289	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_B13_S289_L001	group 211	sequencing assay	ERX9850343	20180217_Lane1_Skin_B13_S289_L001_R1_001.fastq.gz	20180217_Lane1_Skin_B13_S289_L001_R1_001.fastq.gz	ERR10316319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/019/ERR10316319/ERR10316319.fastq.gz	289
Sample 29	ERS13532209	SAMEA111438787	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 29	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_I4_S29_L001	group 212	sequencing assay	ERX9850344	20180217_Lane1_Skin_I4_S29_L001_R1_001.fastq.gz	20180217_Lane1_Skin_I4_S29_L001_R1_001.fastq.gz	ERR10316320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/020/ERR10316320/ERR10316320.fastq.gz	29
Sample 29	ERS13532209	SAMEA111438787	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 29	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_I4_S29_L002	group 212	sequencing assay	ERX9850344	20180217_Lane2_Skin_I4_S29_L002_R1_001.fastq.gz	20180217_Lane2_Skin_I4_S29_L002_R1_001.fastq.gz	ERR10316321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/021/ERR10316321/ERR10316321.fastq.gz	29
Sample 29	ERS13532209	SAMEA111438787	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 29	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1029_S29_L001	group 212	sequencing assay	ERX9850344	P8467_1029_S29_L001_R1_001.fastq.gz	P8467_1029_S29_L001_R1_001.fastq.gz	ERR10316322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/022/ERR10316322/ERR10316322.fastq.gz	29
Sample 29	ERS13532209	SAMEA111438787	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 29	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_I4_S29_L003	group 212	sequencing assay	ERX9850344	20180217_Lane3_Skin_I4_S29_L003_R1_001.fastq.gz	20180217_Lane3_Skin_I4_S29_L003_R1_001.fastq.gz	ERR10316323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/023/ERR10316323/ERR10316323.fastq.gz	29
Sample 29	ERS13532209	SAMEA111438787	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 29	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1029_S29_L002	group 212	sequencing assay	ERX9850344	P8467_1029_S29_L002_R1_001.fastq.gz	P8467_1029_S29_L002_R1_001.fastq.gz	ERR10316324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/024/ERR10316324/ERR10316324.fastq.gz	29
Sample 290	ERS13532210	SAMEA111438788	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 290	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_D13_S290_L003	group 213	sequencing assay	ERX9850345	20180217_Lane3_Skin_D13_S290_L003_R1_001.fastq.gz	20180217_Lane3_Skin_D13_S290_L003_R1_001.fastq.gz	ERR10316325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/025/ERR10316325/ERR10316325.fastq.gz	290
Sample 290	ERS13532210	SAMEA111438788	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 290	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_D13_S290_L001	group 213	sequencing assay	ERX9850345	20180217_Lane1_Skin_D13_S290_L001_R1_001.fastq.gz	20180217_Lane1_Skin_D13_S290_L001_R1_001.fastq.gz	ERR10316326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/026/ERR10316326/ERR10316326.fastq.gz	290
Sample 290	ERS13532210	SAMEA111438788	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 290	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1290_S290_L001	group 213	sequencing assay	ERX9850345	P8467_1290_S290_L001_R1_001.fastq.gz	P8467_1290_S290_L001_R1_001.fastq.gz	ERR10316327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/027/ERR10316327/ERR10316327.fastq.gz	290
Sample 290	ERS13532210	SAMEA111438788	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 290	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_D13_S290_L002	group 213	sequencing assay	ERX9850345	20180217_Lane2_Skin_D13_S290_L002_R1_001.fastq.gz	20180217_Lane2_Skin_D13_S290_L002_R1_001.fastq.gz	ERR10316328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/028/ERR10316328/ERR10316328.fastq.gz	290
Sample 290	ERS13532210	SAMEA111438788	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 290	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1290_S290_L002	group 213	sequencing assay	ERX9850345	P8467_1290_S290_L002_R1_001.fastq.gz	P8467_1290_S290_L002_R1_001.fastq.gz	ERR10316329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/029/ERR10316329/ERR10316329.fastq.gz	290
Sample 291	ERS13532211	SAMEA111438789	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 291	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_F13_S291_L001	group 214	sequencing assay	ERX9850346	20180217_Lane1_Skin_F13_S291_L001_R1_001.fastq.gz	20180217_Lane1_Skin_F13_S291_L001_R1_001.fastq.gz	ERR10316330	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/030/ERR10316330/ERR10316330.fastq.gz	291
Sample 291	ERS13532211	SAMEA111438789	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 291	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1291_S291_L002	group 214	sequencing assay	ERX9850346	P8467_1291_S291_L002_R1_001.fastq.gz	P8467_1291_S291_L002_R1_001.fastq.gz	ERR10316331	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/031/ERR10316331/ERR10316331.fastq.gz	291
Sample 291	ERS13532211	SAMEA111438789	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 291	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_F13_S291_L002	group 214	sequencing assay	ERX9850346	20180217_Lane2_Skin_F13_S291_L002_R1_001.fastq.gz	20180217_Lane2_Skin_F13_S291_L002_R1_001.fastq.gz	ERR10316332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/032/ERR10316332/ERR10316332.fastq.gz	291
Sample 291	ERS13532211	SAMEA111438789	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 291	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_F13_S291_L003	group 214	sequencing assay	ERX9850346	20180217_Lane3_Skin_F13_S291_L003_R1_001.fastq.gz	20180217_Lane3_Skin_F13_S291_L003_R1_001.fastq.gz	ERR10316333	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/033/ERR10316333/ERR10316333.fastq.gz	291
